name,category
자동차기계학부,3
차량기계과,3
차량기계학부,3
철도차량기계과,3
조선기계과,3
자동차기계과,3
항공기계설계학부,3
자동차기계전공,3
항공자동차기계학부,3
항공기계시스템전공,3
철도기계설계전공,3
첨단공학부기계자동차설계학과,3
특수장비공학과,3
융합자동차기계과,3
스마트자동차기계계열,3
디지털모터과,3
자동차검사전공,3
자동차계열,3
자동차공학계열,3
자동차공학과,3
자동차공학부,3
자동차공학전공,3
자동차과,3
자동차기술과,3
자동차메카트로닉스전공,3
자동차서비스과,3
자동차시스템전공,3
자동차시험과,3
자동차유지관리과,3
자동차유지관리전공,3
자동차전공,3
자동차전기계열,3
자동차전기전자과,3
자동차전자과,3
자동차전장과,3
자동차정비검사전공,3
자동차정비과,3
자동차정비전공,3
자동차서비스전공,3
자동차시스템설계과,3
자동차시험전공,3
자동차전기전자전공,3
자동차레저문화계열,3
자동차매니저과,3
자동차튜닝과,3
자동차튜닝전공,3
자동차소방계열,3
자동차설계전공,3
자동차모터스포츠과,3
자동차기계설계전공,3
자동차정비튜닝전공,3
자동차과년제,3
차세대자동차계열,3
자동차정비튜닝과,3
전기차량전공,3
기계계열자동차전공과,3
카오디오과,3
자동차모터스포츠학과,3
자동차학부,3
자동차전자전공,3
자동차하이테크정비전공,3
자동차코디전공,3
자동차정비검사과,3
자동차기계튜닝전공,3
자동차기계공학과,3
자동차딜러과,3
자동차조선설비과,3
모터스포츠전공,3
기계자동차학부자동차과,3
기계자동차학부,3
항공자동차기계공학부,3
자동차정비검사,3
카일렉트로닉스과,3
기계자동차학부자동차전공,3
기계자동차학부그래픽스전공,3
기계자동차설계학과,3
기계자동화공학과,3
스마트자동차과,3
자동차진단평가사,3
제철산업자동차계열,3
자동차학과,3
자동차과산업체위탁과정,3
전기자동차과,3
제철산업자동차계열자동차전공,3
제철산업자동차계열제철산업전공,3
미래자동차공학과,3
자동차계열복수학위전공,3
자동차복수학위전공,3
자동차일반학위전공,3
자동차공학과년,3
스마트기계자동차과,3
자동차조선과,3
소성가공금형과,3
자동차정비튜닝전공공학,3
글로벌자동차과,3
스마트자동차공학과,3
자동차드론과,3
자동차기계융합과,3
특수자동차공학과,3
스마트자동차학과,3
자동차로봇학과,3
자동차로봇공학과,3
스마트자동차전공,3
친환경자율주행자동차학과,3
첨단스마트자동차과,3
자동차과그린자동차,3
하이브리드자동차과,3
자동차부품소재과,3
타이어공업과,3
특수장비통신계열,3
타이어전공,3
특수장비전공,3
스마트전자전기과,3
산업공학,3
산업공학과,3
산업공학전공,3
산업기술계열,3
산업시스템계열,3
산업시스템과,3
산업시스템정보과,3
산업정보계,3
산업정보계열,3
산업정보공학과,3
산업정보과,3
산업정보시스템공학과,3
산업정보학과,3
산업환경공학부,3
산업시스템설계과,3
비파괴검사과,3
산업플랜트과,3
산업플랜트경영과,3
디지털산업응용과,3
시스템경영학과,3
안전및산업경영공학과년제,3
산업경영학과년제,3
스마트팩토리융합과,3
산업설비제어과,3
생산공학과,3
생산기술전공,3
골프시뮬레이션과,3
조리창업전공,3
글로벌제과제빵과,4
건강식품가공과,4
건강식품개발과,4
건강식품과학과,4
김치식품과학과,4
바이오식품계열,4
발효건강식품전공,4
보건식품계열,4
산업제과제빵전공,4
식생활과,4
식생활학과,4
식생활학부,4
식품가공계열,4
식품가공과,4
식품가공전공,4
식품가공조리계열,4
식품가공조리과,4
식품가공학과,4
식품계열,4
식품공업과,4
식품공업기술계열,4
식품공학과,4
식품과학계열,4
식품과학과,4
식품과학부,4
식품과학생명과,4
식품과학전공,4
식품보건계열,4
식품생명공업과,4
식품생명과학계열,4
식품생명과학과,4
식품영양계열,4
식품영양과,4
식품영양전공,4
식품영양조리과,4
식품영양조리학부,4
식품제조과,4
식품조리과학과,4
식품환경계열,4
자원식품계열,4
전통발효식품과,4
전통발효식품전공,4
제과제빵전공,4
제과데코레이션,4
제과제빵계열,4
제과제빵과,4
제과코디네이션,4
첨단발효건강식품,4
첨단발효식품전공,4
해양식품과,4
바이오식품과,4
발효건강식품과,4
식품환경학부,4
식품영양건강관리과,4
식품영양조리전공,4
식품가공조리과생활과학복지학부,4
응용식품전공,4
식품조리영양계열,4
한식전공,4
서양식전공,4
동양식전공,4
식품영양조리과학과,4
자연계열,4
바이오식품생명과학과,4
웰빙식품산업과,4
제과제빵코스,4
뷰티영양관리과,4
제과제빵디자인전공,4
식품생명과학전공,4
제과제빵산업과,4
바이오식품조리과,4
제다과,4
영양조리산업계열,4
자연공학계열,4
식품영양계열식품영양전공,4
약선식품가공과,4
제과데코레이션과,4
자연과학계열,4
식품영양조리학과,4
제과제빵데코레이션전공,4
제과제빵과전공심화과정,4
전통차전공,4
웰빙식품계,4
제빵조리영양계열,4
웰빙식품계열,4
학사시범대학통합자연계열,4
식품개발관리전공,4
임상조리전공,4
제과제빵조리전공,4
바이오식품분석과,4
한국음식과,4
식품관광학부식음료조리계열식품영양전공,4
영양전공,4
허브차산업과,4
제약식품계열,4
제과제빵학과,4
웰빙식품과,4
프랜차이즈가공과,4
발효식품과,4
식품영양과년제,4
식품생명과학과년제,4
식품조리계열,4
제과제빵바리스타전공,4
식의약품분석과,4
제과제빵학부,4
한방식품산업과,4
농식품자원관리과,4
실용과학부,4
제과제빵커피과,4
바이오식품과학과,4
농식품자원과,4
웰빙식품영양과,4
제과제빵바리스타전공년제,4
식품영양전공년제,4
식품생명과학전공년제,4
바리스타제과제빵과,4
제과제빵바리스타음료과,4
글로벌제과제빵학부글로벌제과제빵전공,4
글로벌제과제빵학부일본제과제빵전공,4
미래식품산업과,4
바리스타제과제빵과인문,4
조리제빵식품가공계열,4
쉐프조리제빵전공,4
발효식품가공전공,4
외식조리테크과자연과학,4
농수산가공학과,4
바이오생명과학과,4
식품품질관리과,4
양조발효과,4
물질공학계열,3
재료정보공학과,3
재료정보과,3
전자재료응용학과,3
의료재료과,3
다이아몬드마스터과,3
재료과,3
탄소융합기계과,3
목재산업공학과,3
목재공업과,3
제지공업과,3
제지패키징시스템,3
제지패키징시스템과,3
신산업창조학부프린팅전공,3
생활섬유과,3
섬유과,3
섬유소재전공,3
섬유패션계열,3
섬유패션산업계열,3
섬유패션전공,3
염색가공전공,3
염색공업과,3
염색제직과,3
컴퓨터니트섬유과,3
컴퓨터텍스타일전공,3
텍스타일시스템계열,3
패션섬유계열,3
패션섬유산업과,3
패션텍스타일과,3
감성정보계열,3
텍스타일비즈니스과,3
텍스타일코디네이션전공,3
패션섬유과,3
컴퓨터니트과,3
감성섬유의류마케팅계열,3
감성섬유의류마케팅계열의류마케팅전공,3
감성섬유의류마케팅계열감성섬유패션전공,3
섬유비즈니스과,3
텍스타일코디네이션과,3
텍스타일코디과,3
패션텍스타일세라믹과,3
주얼리텍스타일디자인과,3
텍스타일시스템과,3
텍스타일컬러테크닉과,3
패션소재디자인과,3
섬유의류비즈니스학과,3
패션소재과,3
하이테크소재과,3
섬유스타일리스트과,3
섬유패션비즈니스과,3
신발패션산업공학과,3
섬유패션비즈니스학과,3
스마트패션소재과,3
신소재섬유,3
섬유신소재과,3
섬유의류비즈니스과,3
신발공학과,3
신발지식산업계열,3
제화공업과,3
테크노신발과학과,3
신발패션산업과,3
신발과학과,3
제화패션산업과,3
신발산업과,3
의류과,4
의류직물과,4
의상과,4
전통복식과,4
전통의상과,4
패션비지니스과,4
천연염색전공,4
전통의상학과,4
패션산업과,4
패션산업학과,4
섬유디자인과,6
섬유디자인학과,6
섬유실용디자인전공,6
도시계획부동산학과,1
도시계획정보과,1
도시계획학과,1
도시계획학전공,1
도시및지역계획과,1
건축공학계열,3
건축공학과,3
건축공학전공,3
건축설계과,3
건축설계학과,3
건축설계학전공,3
건축설비과,3
건축시공과,3
건축시스템계열,3
건축시스템관리과,3
공간조형학부,3
컴퓨터건축설계과,3
컴퓨터응용건축과,3
건축환경설계과,3
건축환경시스템과,3
건축시공전공,3
건축설계전공,3
목조건축인테리어과,3
인테리어모델링디자인과,3
건축설비공학과,3
지형공간정보과,3
건축설비설계과,3
친환경건축학과,3
건설공간시스템과,3
조명아트테라피과,3
건축조경과,3
건축계열,3
건축과,3
건축리모델링인테리어과,3
건축인테리어계열,3
건축인테리어과,3
건축인테리어전공,3
건축장식과,3
건축전공,3
건축조형계열,3
건축조형예술계열,3
건축학과,3
건축학부,3
디지털인테리어과,3
실내건축과,3
실내건축전공,3
실내건축학과,3
실내건축학전공,3
실내장식과,3
인테리어,3
인테리어건설계열,3
인테리어건축계열,3
인테리어건축과,3
인테리어건축전공,3
인테리어리모델링과,3
인테리어리모델링전공,3
토탈인테리어전공,3
건축인테리어리모델링과,3
건축인테리어학부,3
리모델링건축과,3
리모델링과,3
리모델링인테리어계열,3
조명인테리어과,3
그린인테리어과,3
건축리모델링과,3
인테리어건축토목계열,3
인테리어과,3
건축리모델링전공,3
건축생활디자인계열,3
건축환경학과,3
공간리모델링과,3
실용건축과,3
건축환경과,3
조명인테리어전공,3
리모델링인테리어과,3
인테리어건축토목과,3
리모델링건축계열,3
건축과년제,3
건축전공년제,3
인테리어전공,3
건축인테리어학부건축전공,3
건축인테리어,3
리모델링인테리어전공,3
인테리어전공년제,3
빌딩리모델링설비전공,3
일반건축전공,3
리모델링전공,3
건설정보공학과,3
한옥문화산업과,3
건설디자인계열,3
공간정보전공,3
디지털건축인테리어과,3
실내건축과년제,3
토목건축학부건축과,3
건축인테리어과년,3
크루즈해양인테리어과,3
건축인테리어과년제,3
건축인테리어계열공동학위,3
인테리어전공공동학위,3
실내건축에너지과,3
실내건축에너지학과,3
건축에너지학과,3
건축에너지과,3
친환경건축인테리어과,3
친환경건축과,3
지적토목학과,3
한옥건축과,3
에너지설비계열,3
디지털건축인테리어학과,3
실내건축전공년제,3
그린건축과,3
건축인테리어디자인전공,3
건축기계설비과,3
건축에너지학부,3
건축에너지드론산업학부,3
한옥목조과,3
유니버설건축과,3
친환경건축과년제,3
관광조경과,3
녹지조경과,3
녹지조경학과,3
도시원예,3
도시원예과,3
도시조경과,3
도시조경학과,3
도시환경조경과,3
산림조경과,3
조경과,3
환경조경학과,3
도시원예조경과,3
조경인테리어과,3
환경조경과년제,3
예술조경과,3
조경전공,3
조경과자연과학,3
산림조경학과,3
도시조경인테리어과,3
건축인테리어학과,3
관광조경디자인과,3
조경학과,3
스마트원예골프코스조경학과,3
드론조경산업학부조경산업전공,3
산림원예조경과,3
드론조경산업학부,3
도시건설전공,3
도시환경시스템전공,3
공간관리계열,3
도시건설과,3
공간환경시스템전공,3
공간환경전공,3
도시건설조경과,3
도시공간디자인과,3
건설환경디자인학과,3
토목조경디자인계열,3
도시환경디자인학과,3
드론공간정보과,3
실내환경시스템전공,4
실내환경시스템과,4
토목조경환경전공,4
건설환경디자인과자연과학,4
건축디자인계열,6
건축설비디자인과,6
도시조경디자인과,6
도시건설디자인계열,6
도시디자인계열,6
도시환경디자인과,6
환경디자인과,6
환경디자인전공,6
건설공간디자인과,6
환경조경디자인과,6
건설환경디자인과,6
예술학부인테리어리모델링전공,6
도시디자인학과,6
건물관리과,3
건축기계설비,3
건축설비학과,3
건축설비환경,3
건축토목계열,3
건축토목과,3
건축환경설비과,3
건축환경설비학과,3
설계기술전공,3
설비디자인과,3
시스템안전설계계열,3
빌딩설비디자인과,3
빌딩설비시스템과,3
인텔리전트설비계열,3
건축설비소방과,3
건축소방안전과,3
건축소방설비전공,3
테마파크디자인과,3
건축설비소방안전계열,3
빌딩설비전공,3
설비계열,3
인텔리어모델링디자인과,3
빌딩크린룸설비계열,3
크린룸설비전공,3
빌딩자동화과,3
건축토목전공,3
건설소방안전관리전공,3
건축토목조경계열,3
친환경건축설비전공,3
건축소방설비과,3
첨단공학계열,3
건축설비소방학과,3
건축설비소방공학과,3
첨단공학부,3
플랜트건설과,3
건축토목조경학부,3
친환경건축설비과,3
건축설비플랜트과,3
건축설비소방공학과년,3
건축기계설비과년제,3
건축공학과년과정,3
건축설비플랜트공학과,3
건설기계과,3
건축공토목공학과,3
건설건축계열,3
건설계열,3
건설관리계열,3
건설관리시스템전공,3
건설교통공학과,3
건설교통정보과,3
건설기계전공,3
건설농업기계전공,3
건설산업과,3
건설산업기계전공,3
건설시공전공,3
건설안전과,3
건설재료공학과,3
건설토목과,3
건설환경계열,3
건설환경공학과,3
건설환경과,3
건설환경설계전공,3
건설환경시스템공학부,3
건설환경시스템과,3
건설환경시스템학과,3
건설환경학과,3
산업건설학부,3
건설시스템과,3
건설환경정보과,3
건설전공,3
건설시스템전공,3
건설교통과,3
건설리모델링과,3
건설토목학부,3
건설조경학부,3
건설환경에너지계열,3
건설환경설계과,3
건설환경전공,3
건설관리전공,3
건설환경관리과,3
건설공병학과,3
건설학부,3
건설기계계열,3
지적공간정보과,3
건설조경과,3
친환경건축과인문사회,3
지적토목과,3
철도시설토목계열,3
철도시설토목과,3
측지공학과,3
측지정보과,3
컴퓨터응용토목과,3
토목건설과,3
토목건설시스템과,3
토목건축공학과,3
토목건축공학부,3
토목계열,3
토목공학과,3
토목과,3
토목도시과,3
토목설계과,3
토목시공과,3
토목전공,3
토목정보과,3
토목조경과,3
토목환경계열,3
토목환경공학계열,3
토목환경공학과,3
토목환경과,3
토목환경설계전공,3
토목환경시스템,3
토목환경시스템과,3
토목환경전공,3
토목도시전공,3
토목조경학부,3
토목디자인과,3
토목정보전공,3
토목학과,3
토목도시공학과,3
철도유지보수전공,3
일반토목전공,3
측량전공,3
토목환경정보전공,3
실험전공,3
토목환경설계과,3
토목환경설계공학과,3
토목건설및공무원계열,3
건설토목공학과,3
토목건설전공,3
토목건설및공무원전공,3
토목조경계열,3
토목건축학부토목과,3
측지정보학과,3
토목환경학과,3
토목조경전공,3
토목환경설계공학과년과정,3
해양토목과,3
재난안전토목과,3
철도자동차항공학부,3
토목과인문,3
도시건설정보공학과,3
도시건설정보과,3
건설지적토목과,3
토목안전과,3
건설안전공학과,3
토목공학과년제,3
드론토목계열,3
스마트건설환경과,3
건설융합과,3
토목환경과년제,3
스마트시티건설과,3
지리정보토목과,3
건설정보과,3
건설정보시스템전공,3
건설정보계열,3
건설정보전공,3
건설정보학과,3
건설정보부사관과,3
건설정보시스템과,3
특수건설장비전공,3
특수건설장비과,3
농수산비즈니스학과,1
농공기술과,3
관광농업,4
낙농과,4
낙농한우,4
축산개발과,4
축산계열,4
축산과,4
협동조합경영과,4
협동조합계열,4
친환경농업기술과,4
특용작물가공과,4
미래농촌지도자지식농업인전공,4
농업생명과학과,4
전문농업전공,4
축산학과,4
축산전공,4
낙농한우전공,4
양돈양계전공,4
축산가공전공,4
특용작물학과,4
식량작물학과,4
채소학과,4
과수학과,4
마사학과,4
버섯학과,4
승마산업학과,4
승마산업전공,4
협동조합경영과년제,4
융복합농산업과학과,4
마산업자원학과,4
애완동물학과,4
해양생물양식과,4
애완동물학부동물관리전공,4
애완동물학부애견미용전공,4
애완동물학부애견의료전공,4
평생학습힐빙계열,4
곤충산업과,4
가금학과,4
낙농학과,4
양돈학과,4
한우학과,4
스마트팜도시농업과,4
식품산업곤충학부,4
원예환경시스템학과,4
동물산업과,4
동물조련이벤트과,4
마사과,4
대가축학과,4
중소가축학과,4
동물생명산업과,4
말산업과,4
말산업학과,4
동물매개재활과,4
말산업스포츠계열,4
마사과예체능,4
동물매개복지전공,4
동물조련이벤트학과,4
말산업학부,4
바이오동물보호과,4
산업곤충학과,4
동물보건복지학과,4
신산업창조학부동물조련이벤트전공,4
식량자원과,4
식량환경과,4
식량환경학과,4
스마트농식품과,4
스마트팜식품과,4
조경원예과,3
환경조경계열,3
플라워코디조경과,3
관상원예과,4
생활원예,4
시설원예과,4
원예과,4
원예자원전공,4
원예조경과,4
화훼디자인과,4
화훼원예과,4
화훼장식,4
환경원예과,4
환경원예과학과,4
환경원예학과,4
원예산업과,4
레저원예조경과,4
화훼장식과,4
웰빙원예골프코스관리과,4
원예산업계열,4
환경원예디자인과,4
화훼장식계열,4
원예생명산업계열,4
원예조경전공,4
원예골프장관리애견과,4
화훼장식디자인과,4
친환경원예과,4
화훼장식학과,4
친환경원예전공,4
원예생명공학전공,4
가드닝전공,4
화훼학과,4
화훼원예학,4
화훼원예학과,4
골프코스원예학부,4
원예디자인과,4
화훼디자인계열,4
환경조경원예학과,4
원예디자인학과,4
원예디자인과년제,4
산림복지학과,4
골프코스조경과,4
원예조경산업과,4
원예조경학과,4
친환경원예계열,4
스마트원예계열,4
스마트원예학과,4
환경원예전공년제,4
화훼디자인전공,4
원예조경디자인과,4
원예자원과,4
골프코스매니지먼트과,4
화훼조경디자인과,6
플라워디자인과,6
플라워디자인실내조경과,6
플라워아트과,6
플로리스트과,6
플로리스트리전공,6
화훼장식조경과,6
임산공업과,4
산림생명자원과,4
산림자원과,4
산림학과,4
수산가공과,4
수산개발과,4
어업과,4
해양산업과,4
해양생산레저전공,4
수산양식학과,4
해양양식식품과,4
스마트해양양식과,4
해양생물자원개발과,4
해양자원과,4
해양자원환경과,4
해양과학계열,4
동물과학과,4
애완동물간호과,4
애완동물과,4
애완동물관리과,4
애완동물보건관리전공,4
애완동물계열,4
애완동물자원과,4
애완동물건강관리전공,4
애완동물보건학부애완동물보건학부,4
애완동물전공,4
애완동물보건관리과,4
애완동물관리전공,4
동물간호전공,4
애완동물보건학부,4
애완동물간호전공,4
애완동물매개복지과,4
반려동물매개복지전공,4
반려동물보건학부,4
애견훈련전공,4
동물관리전공,4
동물관리과,4
애완동물학부,4
동물간호전공인문사회,4
애완동물관리전공인문사회,4
반려동물보건과,4
반려동물과,4
펫토탈케어과,4
응급동물구조전공,5
보건관리전공,4
보건관리과,4
보건계열,5
보건식품환경계열,5
보건위생과,5
보건정보관리과,5
보건환경계열,5
보건환경위생과,5
보건환경전공,5
보건과학계열,5
의료산업학부,5
생명보건계열,5
환경보건전공,5
보건학과,5
병원보건계열,5
보건교육사과,5
보건의료서비스과,5
보건의료관리과,5
보건교육사학과,5
보건교육정보과,5
보건정보계열,5
보건정보전공,5
보건전문계열,5
의료건강관리학부,5
보건의료과년,5
보건학부년제,5
보건의료융합과,5
보건운동관리학과,5
보건교육사과자연,5
보건운동관리전공,5
보건환경과자연과학계열,5
보건의료융합과자연,5
치위생과,5
치위생학과,5
병원의료코디네이터과,4
간호,5
간호과,5
간호과학과,5
간호학과,5
간호학부,5
간호보건학부간호과,5
간호과년제,5
간호학과년제,5
간호학과전공심화,5
간호학과년과정,5
간호학과특별과정,5
가정보건계열,5
안경광학과,3
안경광학과년제,3
방사선과,5
보건환경과,5
임상병리과,5
임상병리학과,5
방사선관리과,5
보건학부,5
방사선학과,5
방사선학과년과정,5
언어청각보청과,5
생명의약분석과,5
응급의료부사관과,5
의공학과,5
의료공학과,5
의료공학전공,5
의료보장구과,5
의료보장구학과,5
재활공학과,5
치공구,5
치기공과,5
병원의료공학과,5
보건의료기기과,5
의료시스템정보과,5
보건의료공학과,5
의료기공학과,5
의료공학부,5
의료기기과,5
보건의료과,5
의료기기정보과,5
의료기정보과,5
치기공학과,5
보건의료계열,5
의기공과,5
의기공과자연과학,5
의기공과공학,5
의공융합과,5
의료재활과학과,5
의료기기정보과자연,5
의료전자기기과,5
보건프린팅융합과,5
의료공학과자연,5
보건프린팅정보과,5
스마트헬스과,5
안경디자인공학과,6
안경디자인과,6
안경디자인전공,6
재활복지학과,1
재활복지과,1
재활요양관리과,1
재활복지경영과,1
재활요양관리과년제,1
재활보건복지과,1
재활보건복지전공,1
재활보건복지계열,1
재활레크레이션과,1
재활복지스포츠학부,1
언어교정과,2
재활언어교정과,2
재활공학테크놀로지과,3
식품영양학과,4
식품영양학전공,4
보건영양학부,4
식품영양학부,4
식품영양학과년제,4
식품영양학과년과정,4
보건미용학부,5
보건미용과,5
재활의료관리과,5
헬스케어매니지먼트과,5
물리치료과,5
물리치료학과,5
작업치료과,5
재활과,5
아트케어과,5
재활학부,5
특수재활과,5
스포츠재활치료과,5
언어재활과,5
재활스포츠전공,5
동양대체의학부,5
노인요양재활전공,5
보건재활학부,5
대체의학과,5
재활스포츠과,5
작업치료학과,5
재활승마과,5
재활케어과,5
간호보건학부물리치료과,5
특수재활학과,5
통합예술치료과,5
공연예술치료학부,5
건강재활복지과,5
재활운동건강과,5
언어재활보청기과,5
재활승마스포츠과,5
특수예술재활과,5
언어재활과년제,5
언어재활보청기과년제,5
언어치료과,5
언어재활학과,5
재활과년,5
언어재활과년,5
재활보건관리과,5
재활승마복지과,5
재활스포츠과예체능,5
스포츠재활과자연,5
건강재활과,5
의료재활과,5
의료청력재활과,5
언어치료과년제,5
언어치료학과,5
보건건강운동관리학과,5
보건건강운동관리과,5
건강생활과,6
건강증진,6
운동처방전공,6
운동재활처방과,6
운동재활처방전공,6
운동재활전공,6
운동처방과,6
재활스포츠학과,6
재활레저스포츠과,6
골프재활과,6
재활복지스포츠과,6
바이오의약분석과,4
바이오메디컬과,4
의약품질분석과,5
식의약품질분석전공,5
제약품질전공,5
제약품질관리과,5
약용식물과,4
전통약재개발과,4
한약자원개발과,4
건강자원개발과,4
약재개발과,4
전통약재관리과,4
약용자원원예개발과,4
전통약재과,4
약재자원개발과,4
약재중의학부,4
약재자원관리과,4
한약재개발과,4
약용건강식품학과,4
한약보건의료과,4
약재자원과,4
약재자원학과,4
헬스케어약재과,4
약용건강식품전공,4
약용식품과,4
약용식품전공,4
약용식품영양과,4
약용건강식품과,4
자연요법과,5
보건의료융합계열,5
의무기록정보과,5
노인보건복지과,1
노인복지과,1
실버복지과,1
실버케어보건복지과,1
노인요양재활과,1
실버복지경영과,1
실버케어전공,1
실버산업경영과,1
노인복지학과,1
실버케어과,1
실버케어보건복지전공,1
노인요양관리과,1
노인복지재활과,1
노인요양재활복지과,1
시니어복지과,1
특수아동과,1
실버보건복지과,1
노인재활복지상담과,1
실버보건복지전공,1
실버복지과인문사회,1
노인재활복지학과,1
실버복지상담과,1
사회복지요양서비스과,1
아동복지과,1
청소년지도과,1
청소년교육복지과,1
아동학부,1
아동영어복지보육전공,1
아동미술치료지도전공,1
아동보육미술과,1
아동청소년지도과,1
아동미술치료전공,1
아동복지과년제,1
청소년보호학과,1
청소년평생교육복지전공,1
청소년교육지도과,1
아동청소년지도과예체능,1
아동청소년보육학과,1
청소년교육복지학과,1
청소년교육상담평생교육복지전공,1
사회복지보육과아동보육전공,1
보건보육청소년과,1
청소년지도상담과,1
사회복지아동보육과,1
아동지능개발,2
아동학습지도과,2
아동문예지도과,2
방과후아동지도과,2
아동지도계열,2
아동스포츠과,6
아동체육과,6
유아체육전공,6
아동놀이지도과,6
아동체육전공,6
상담심리과,0
상담심리학과,0
인문사회복지계열,0
사회복지심리상담학부,0
심리상담치료학과,0
힐빙복지계열,0
휴먼케어학부,1
사회적경제과,1
가정복지과,1
가족복지과,1
개호복지계열,1
노인복지학전공,1
보건복지계열,1
보건복지학부,1
보건사회복지과,1
사회복지계열,1
사회복지과,1
사회복지서비스전공,1
사회복지전공,1
사회복지학과,1
사회복지학전공,1
사회복지행정과,1
사회복지행정학과,1
사회복지행정학부,1
선교복지,1
선교복지계열,1
선교복지과,1
아동복지전공,1
여성인력개발,1
장례지도,1
천연건강가족복지,1
케어복지전공,1
케어사회복지과,1
복지계열,1
사회복지상담과,1
사회복지환경과,1
의료복지계열,1
의료복지과,1
케어복지과,1
여성인력개발과,1
교육복지학부,1
아동노인복지학부,1
복지관광학부,1
복지경영계열,1
복지교육계열,1
복지행정학부,1
사회복지비서행정과,1
사회복지아동계열,1
사회복지학부,1
선교복지전공,1
장례풍수창업전공,1
케어보건복지과,1
아동청소년복지과,1
청소년교육상담전공,1
보건복지설계전공,1
장례지도복지과,1
복지상담과,1
장례풍수과,1
복지행정전공,1
노인요양복지과,1
보건복지선교과,1
사회복지행정계열,1
실버산업과,1
사회보육계열,1
실버케어복지과,1
사회복지아동과,1
사회복지행정계열사회복지전공,1
의약복지정보계열,1
복지보육계열,1
복지관광계열,1
실버복지계열,1
사회복지행정전공,1
사회복지보육계열,1
복지행정정보전공,1
사회복지재활과,1
사회복지정보과,1
찬양복지전공,1
생활복지홍보과,1
복지관광과,1
선교복지학부,1
경찰복지계열,1
청소년복지과,1
아동영어복지전공,1
한방보건복지과,1
아동복지학과,1
한약케어복지과,1
케어계열,1
복지학부,1
선교신학복지학부,1
아동학과,1
복지보육,1
사회복지상담학과,1
노인복지전공,1
보건복지전공,1
사회사업전공,1
아동복지사회복지전공,1
아동청소년복지전공,1
한방보건복지전공,1
복지보육학부,1
보건에듀케어과,1
노인복지상담과,1
재활요양복지과,1
사회사업복지과,1
실버보건복지상담과,1
보건복지과,1
아동노인복지과,1
한약요양복지과,1
사회사업복지전공,1
복지상담전공,1
노인보건복지학과,1
건강복지과,1
환경복지전공,1
정보사회복지전,1
복지관광전공,1
케어복지학과,1
의료사회사업과,1
재활요양복지전공,1
기독교영상선교학과,1
아동복지보육상담과,1
복지학과,1
청소년선교복지전공,1
복지정보과,1
아동청소년문화복지과,1
기독교복지과,1
사회복지상담전공,1
아동심리복지과,1
케어복지상담과,1
청소년복지전공,1
청소년복지상담과,1
교정보호학과,1
동의건강복지과,1
보육복지상담과,1
사회복지사,1
새마을복지학과,1
아동복지보육상담,1
청소년복지상담학과,1
평생청소년교육복지전공,1
사회복지사업과,1
케어복지과인문,1
특수선교복지과,1
청소년상담평생학습과,1
사회복지사업전공,1
청소년복지학과,1
생활환경복지학과,1
다문화사회복지학과,1
아동복지상담과,1
특수재활복지과,1
사회복지과복지상담전공,1
사회복지과아동복지전공,1
청소년보건복지과,1
경찰경호행정계열사회복지행정전공,1
사회복지보육학과,1
사회복지보육과특성화고졸재직자특별전형,1
특수복지전공,1
보건운동관리과,1
선교복지학과,1
학교폭력상담전공,1
사회복지과사회복지전공,1
보육복지학과,1
사회복지과년제,1
아동청소년보육과,1
심리테라피과,1
문화복지학부,1
사회선교복지학과,1
사회선교복지학부,1
다문화보육복지학과,1
장애상담과,1
실용사회복지전공,1
실용사회복지학과,1
사회복지서비스과,1
사회복지서비스학과,1
가족복지과자연,1
웰빙생활복지전공,1
웰빙복지학부,1
특수복지과,1
평생직업복지과,1
휴먼복지학부,1
의료복지학과,1
노인케어창업과,1
사회복지학과년제,1
아동미술상담보육과,1
실용사회복지과,1
아동보육청소년과,1
사회복지학과년,1
사회복지계열사회복지전공,1
사회복지계열재활상담복지전공,1
특수재활복지학과,1
사회복지심리상담과,1
스마트평생복지학부,1
융복합웰니스학부,1
휴먼사회복지학부,1
복수자율전공학부,1
웰빙복지융합과,1
가족복지상담과,1
사회복지상담학부,1
아동보육복지학부,1
청소년복지상담학부,1
평생교육복지학부,1
평생직업복지학부,1
사회사업복지학부,1
재활상담복지과,1
사회복지아동복지보육계열,1
상담아동청소년과,1
상담아동청소년학과,1
노인재활복지과,1
스마트평생교육복지학부,1
보건복지학과,1
장애상담학과,1
휴먼복지서비스학부,1
사회복지보육과사회복지전공,1
상담심리치료학과,1
융복합웰니스학과,1
평생교육상담과,1
장애상담심리학과,1
장애상담심리과,1
자연건강융합과,1
의료케어사회복지과,1
사회복지문화계열,1
사회서비스상담복지과,1
생활체육복지학과,1
아동복지재활과,1
웰테크복지학과,1
스마트평생융합학부,1
스마트평생교육학부,1
미래휴먼사회복지학부,1
휴먼융합복지과,1
평생교육복지상담과,1
사회사업복지학과,1
장애인행정학과,1
평생교육복지전공,2
평생교육복지과,2
아동교육상담과,2
복지계열아동문헌정보전공,2
아동놀이방송심리과,2
전산정보평생학습과,2
특수직업재활과년제,3
노인헬스케어창업과,4
직업재활전공,5
재활복지상담과,6
장례지도과,1
장례복지과,1
장례서비스경영과,1
가정의례복지전공,1
장례행정복지과,1
사회복지장례과,1
가정과,4
가정관리과,4
생활과학과,4
생활정보과,4
웨딩산업과,4
